Passenger_ID,Airline,Origin,Destination,Flight_Date,Age,Class,Travel_Type,Booking_Channel,Payment_Method,Flight_Duration_Min,Distance_KM,Flight_Status,Delay_Minutes,Baggage_Count,Meal_Ordered,Rating,Ticket_Fare,Satisfaction
PNR00162,Vistara,Kolkata,Delhi,2024-10-28,52.0,Premium Economy,Business,Travel Agent,Debit Card,213,880,Delayed,109.0,1,No,2.0,38466.22,Dissatisfied
PNR00163,Air India,Bangalore,Mumbai,2024-06-30,23.0,Economy,Personal,Travel Agent,Net Banking,233,1687,On Time,0.0,3,Yes,4.0,11460.9,Satisfied
PNR00164,Air India Express,Hyderabad,Mumbai,2025-02-03,27.0,Economy,Business,Airport Counter,UPI,165,504,On Time,0.0,1,No,5.0,19803.67,Satisfied
PNR00165,Air India,Mumbai,Hyderabad,2025-09-30,23.0,Premium Economy,Personal,Mobile App,UPI,202,971,On Time,0.0,1,Yes,1.0,22284.76,Dissatisfied
PNR00166,Spicejet,Delhi,Mumbai,2024-05-10,22.0,Economy,Business,Airport Counter,Net Banking,146,1283,On Time,0.0,0,Yes,5.0,9822.8,Satisfied
PNR00167,Indigo,Delhi,Kolkata,2025-08-20,24.0,Business,Business,Mobile App,UPI,92,892,On Time,0.0,1,No,2.0,9280.93,Dissatisfied
PNR00168,Akasa Air,Delhi,Mumbai,2025-05-31,18.0,Premium Economy,Personal,Mobile App,Net Banking,61,321,On Time,0.0,2,No,4.0,16882.96,Satisfied
PNR00169,Vistara,Mumbai,Bangalore,2025-01-25,49.0,Economy,Personal,Travel Agent,UPI,80,831,On Time,0.0,0,No,4.0,30793.8,Satisfied
PNR00170,Vistara,Delhi,Kolkata,2024-02-27,57.0,Economy,Personal,Website,UPI,87,1349,Delayed,106.0,1,No,4.0,17180.15,Satisfied
PNR00171,Vistara,Delhi,Mumbai,2025-12-09,60.0,Economy,Business,Website,Net Banking,110,1078,Delayed,94.0,3,No,2.0,7633.53,Dissatisfied
PNR00172,Air India Express,Bangalore,Delhi,2025-01-20,29.0,Business,Personal,Website,Net Banking,66,1147,On Time,0.0,3,Yes,5.0,47359.16,Satisfied
PNR00173,Vistara,Delhi,Bangalore,2024-12-31,21.0,Economy,Personal,Website,Credit Card,78,843,On Time,0.0,2,Yes,5.0,12997.86,Satisfied
PNR00174,Air India Express,Bangalore,Delhi,2025-07-24,48.0,Economy,Personal,Airport Counter,Debit Card,187,430,On Time,0.0,2,Yes,5.0,12135.92,Satisfied
PNR00175,Akasa Air,Delhi,Mumbai,2024-07-29,23.0,Economy,Personal,Mobile App,Credit Card,119,1700,On Time,0.0,1,No,4.0,19576.63,Satisfied
PNR00176,Spicejet,Hyderabad,Mumbai,2024-07-08,43.0,Economy,Personal,Travel Agent,Debit Card,220,1280,Delayed,32.0,3,No,1.0,29847.05,Dissatisfied
PNR00177,Vistara,Mumbai,Bangalore,2025-12-24,50.0,Economy,Business,Website,UPI,184,571,On Time,0.0,0,No,1.0,29703.84,Dissatisfied
PNR00178,Vistara,Bangalore,Mumbai,2024-05-22,42.0,Premium Economy,Business,Travel Agent,Net Banking,80,526,Delayed,48.0,0,No,5.0,38055.05,Satisfied
PNR00179,Vistara,Mumbai,Delhi,2024-09-07,23.0,Economy,Business,Mobile App,Net Banking,210,1766,On Time,0.0,1,Yes,3.0,16232.82,Neutral
PNR00180,Air India,Hyderabad,Mumbai,2024-09-26,41.0,Economy,Personal,Website,UPI,213,913,Delayed,28.0,0,No,5.0,33791.34,Satisfied
PNR00181,Air India,Mumbai,Hyderabad,2025-02-01,36.0,Economy,Business,Website,Credit Card,179,1233,On Time,0.0,3,Yes,3.0,4912.83,Neutral
PNR00182,Air India,Delhi,Kolkata,2024-03-08,21.0,Premium Economy,Personal,Airport Counter,UPI,67,813,On Time,0.0,3,Yes,1.0,14126.32,Dissatisfied
PNR00183,Air India Express,Mumbai,Bangalore,2025-07-29,28.0,Economy,Business,Travel Agent,UPI,109,1792,On Time,0.0,0,Yes,5.0,3560.98,Satisfied
PNR00184,Vistara,Mumbai,Delhi,2025-12-28,51.0,Economy,Business,Website,Net Banking,124,1331,On Time,0.0,2,No,2.0,7856.8,Dissatisfied
PNR00185,Akasa Air,Hyderabad,Mumbai,2025-07-03,38.0,Premium Economy,Business,Mobile App,Net Banking,79,804,On Time,0.0,3,No,4.0,40070.71,Satisfied
PNR00186,Indigo,Mumbai,Hyderabad,2025-08-06,58.0,Business,Business,Website,Debit Card,146,1585,On Time,0.0,3,Yes,2.0,61334.66,Dissatisfied
PNR00187,Spicejet,Mumbai,Delhi,2025-02-27,52.0,Economy,Business,Mobile App,Credit Card,201,1614,On Time,0.0,1,Yes,3.0,29927.55,Neutral
PNR00188,Air India,Kolkata,Delhi,2024-12-06,56.0,Economy,Business,Airport Counter,Credit Card,236,1003,Delayed,58.0,0,No,5.0,13719.75,Satisfied
PNR00189,Air India,Mumbai,Hyderabad,2025-12-04,30.0,Economy,Business,Mobile App,Net Banking,70,1206,Delayed,81.0,3,No,5.0,22256.92,Satisfied
PNR00190,Air India,Kolkata,Delhi,2024-09-06,56.0,Economy,Business,Website,UPI,67,1476,On Time,0.0,3,No,2.0,24121.99,Dissatisfied
PNR00191,Air India,Bangalore,Mumbai,2025-04-29,35.0,Economy,Personal,Mobile App,UPI,206,711,On Time,0.0,2,Yes,5.0,24556.77,Satisfied
PNR00192,Indigo,Mumbai,Bangalore,2024-09-22,28.0,Economy,Business,Website,UPI,201,509,Delayed,164.0,0,No,3.0,19853.94,Neutral
PNR00193,Indigo,Mumbai,Delhi,2024-09-24,58.0,Economy,Personal,Website,Credit Card,222,534,Delayed,136.0,2,No,1.0,4690.0,Dissatisfied
PNR00194,Spicejet,Bangalore,Delhi,2025-10-19,60.0,Economy,Business,Airport Counter,Debit Card,223,910,On Time,0.0,1,Yes,3.0,30370.78,Neutral
PNR00195,Air India,Mumbai,Hyderabad,2024-03-15,57.0,Economy,Personal,Travel Agent,Credit Card,107,971,On Time,0.0,1,Yes,5.0,23486.57,Satisfied
PNR00196,Spicejet,Hyderabad,Mumbai,2024-07-11,18.0,Economy,Business,Mobile App,UPI,106,1471,On Time,0.0,2,No,3.0,12614.57,Neutral
PNR00197,Akasa Air,Delhi,Bangalore,2025-11-18,25.0,Business,Business,Travel Agent,Credit Card,175,1763,Cancelled,,1,Yes,3.0,35616.89,Neutral
PNR00198,Spicejet,Bangalore,Mumbai,2024-06-03,43.0,Economy,Business,Website,UPI,233,662,On Time,0.0,0,Yes,5.0,29653.11,Satisfied
PNR00199,Spicejet,Kolkata,Delhi,2024-02-04,54.0,Economy,Personal,Airport Counter,Credit Card,146,945,On Time,0.0,1,Yes,5.0,34049.12,Satisfied
PNR00200,Akasa Air,Bangalore,Mumbai,2024-06-13,22.0,Economy,Business,Travel Agent,UPI,108,973,On Time,0.0,3,No,2.0,4373.55,Dissatisfied
PNR00201,Akasa Air,Delhi,Bangalore,2024-05-18,61.0,Economy,Personal,Website,UPI,162,1135,On Time,0.0,1,No,3.0,27927.62,Neutral
PNR00202,Vistara,Delhi,Mumbai,2024-08-01,57.0,Economy,Personal,Website,Credit Card,211,1061,On Time,0.0,3,No,3.0,32057.27,Neutral
PNR00203,Vistara,Bangalore,Delhi,2025-07-12,62.0,Economy,Personal,Website,Credit Card,199,545,On Time,0.0,0,No,4.0,34012.25,Satisfied
PNR00204,Vistara,Mumbai,Bangalore,2024-10-30,43.0,Business,Personal,Mobile App,Debit Card,167,1119,On Time,0.0,1,No,3.0,34409.61,Neutral
PNR00205,Air India,Mumbai,Bangalore,2025-11-21,34.0,Premium Economy,Personal,Mobile App,Credit Card,141,903,On Time,0.0,2,Yes,4.0,3123.55,Satisfied
PNR00206,Air India,Mumbai,Delhi,2024-05-26,50.0,Economy,Business,Mobile App,UPI,122,1646,Delayed,123.0,3,No,3.0,30841.57,Neutral
PNR00207,Indigo,Kolkata,Delhi,2024-07-22,38.0,Economy,Personal,Airport Counter,Debit Card,228,995,On Time,0.0,0,Yes,3.0,26480.76,Neutral
PNR00208,Air India,Delhi,Bangalore,2025-07-02,18.0,Premium Economy,Personal,Travel Agent,Net Banking,200,947,Delayed,113.0,2,No,4.0,18877.15,Satisfied
PNR00209,Akasa Air,Mumbai,Bangalore,2024-07-06,25.0,Economy,Business,Airport Counter,Debit Card,232,1613,On Time,0.0,2,No,4.0,25480.31,Satisfied
PNR00210,Air India Express,Delhi,Mumbai,2025-04-18,19.0,Economy,Business,Website,Net Banking,72,483,On Time,0.0,3,Yes,3.0,3215.87,Neutral
PNR00211,Spicejet,Mumbai,Hyderabad,2024-08-20,18.0,Economy,Business,Mobile App,Credit Card,217,736,On Time,0.0,0,No,2.0,21540.61,Dissatisfied
PNR00212,Akasa Air,Bangalore,Mumbai,2024-06-08,37.0,Economy,Business,Website,UPI,173,1337,On Time,0.0,2,Yes,3.0,27698.75,Neutral
PNR00213,Indigo,Mumbai,Hyderabad,2024-10-16,48.0,Premium Economy,Business,Mobile App,Credit Card,141,653,On Time,0.0,1,No,2.0,13770.61,Dissatisfied
PNR00214,Akasa Air,Mumbai,Delhi,2024-03-28,40.0,Economy,Personal,Website,UPI,109,689,Delayed,116.0,2,No,2.0,12683.81,Dissatisfied
PNR00215,Air India Express,Delhi,Mumbai,2024-05-20,32.0,Economy,Personal,Travel Agent,Credit Card,142,476,On Time,0.0,1,No,4.0,23063.14,Satisfied
PNR00216,Indigo,Mumbai,Hyderabad,2024-08-22,38.0,Business,Personal,Airport Counter,UPI,72,1424,Delayed,30.0,3,No,4.0,62968.78,Satisfied
PNR00217,Air India,Delhi,Bangalore,2025-06-23,65.0,Economy,Business,Mobile App,Net Banking,100,1678,On Time,0.0,2,No,2.0,20442.25,Dissatisfied
PNR00218,Air India Express,Delhi,Mumbai,2025-10-10,33.0,Economy,Personal,Website,Credit Card,132,1489,Delayed,171.0,0,Yes,4.0,26504.42,Satisfied
PNR00219,Air India Express,Bangalore,Delhi,2024-05-28,61.0,Economy,Personal,Website,UPI,87,787,On Time,0.0,0,No,2.0,20173.69,Dissatisfied
PNR00220,Spicejet,Kolkata,Delhi,2025-06-08,63.0,Economy,Business,Website,Debit Card,224,1425,On Time,0.0,2,Yes,1.0,31947.14,Dissatisfied
PNR00223,Spicejet,Mumbai,Hyderabad,2025-09-14,53.0,Economy,Personal,Mobile App,Net Banking,110,756,On Time,0.0,1,Yes,3.0,25579.4,Neutral
PNR00224,Spicejet,Delhi,Mumbai,2025-02-15,51.0,Economy,Business,Airport Counter,Credit Card,138,1447,On Time,0.0,3,No,2.0,23449.21,Dissatisfied
PNR00225,Air India Express,Bangalore,Delhi,2025-06-12,58.0,Economy,Business,Mobile App,Debit Card,118,1413,On Time,0.0,2,Yes,5.0,19636.12,Satisfied
PNR00226,Air India Express,Mumbai,Delhi,2025-07-17,64.0,Premium Economy,Business,Website,Debit Card,161,515,On Time,0.0,0,No,4.0,27605.95,Satisfied
PNR00227,Vistara,Hyderabad,Mumbai,2025-02-25,50.0,Economy,Personal,Airport Counter,Debit Card,214,314,On Time,0.0,1,No,2.0,8360.01,Dissatisfied
PNR00228,Akasa Air,Mumbai,Bangalore,2025-06-01,47.0,Economy,Business,Travel Agent,Net Banking,152,819,Cancelled,,1,No,4.0,23921.2,Satisfied
PNR00229,Air India,Bangalore,Mumbai,2024-09-08,52.0,Premium Economy,Personal,Mobile App,UPI,107,995,On Time,0.0,1,No,2.0,41265.94,Dissatisfied
PNR00230,Air India Express,Mumbai,Bangalore,2025-07-24,46.0,Premium Economy,Business,Airport Counter,Debit Card,184,1677,Delayed,150.0,1,No,4.0,12646.27,Satisfied
PNR00231,Air India,Mumbai,Hyderabad,2024-07-05,34.0,Premium Economy,Business,Website,Debit Card,143,1053,Delayed,165.0,1,No,5.0,11660.96,Satisfied
PNR00232,Air India Express,Hyderabad,Mumbai,2025-07-20,19.0,Economy,Business,Mobile App,Credit Card,235,1089,On Time,0.0,3,Yes,3.0,33532.53,Neutral
PNR00233,Air India,Delhi,Kolkata,2024-11-22,46.0,Economy,Business,Website,UPI,126,1279,On Time,0.0,1,No,5.0,10657.54,Satisfied
PNR00234,Air India Express,Delhi,Bangalore,2024-03-22,44.0,Economy,Business,Airport Counter,Net Banking,127,1260,On Time,0.0,2,Yes,1.0,9932.57,Dissatisfied
PNR00235,Air India,Mumbai,Delhi,2024-12-19,39.0,Economy,Personal,Mobile App,Credit Card,228,1032,On Time,0.0,1,No,5.0,13974.14,Satisfied
PNR00236,Indigo,Hyderabad,Mumbai,2025-02-08,22.0,Economy,Business,Website,Credit Card,191,1090,On Time,0.0,3,Yes,4.0,23171.38,Satisfied
PNR00237,Vistara,Bangalore,Mumbai,2025-02-24,32.0,Economy,Personal,Website,Net Banking,188,1006,On Time,0.0,3,Yes,4.0,7426.84,Satisfied
PNR00238,Air India,Mumbai,Delhi,2024-06-29,40.0,Business,Business,Mobile App,Credit Card,175,578,On Time,0.0,0,Yes,5.0,46803.0,Satisfied
PNR00239,Akasa Air,Delhi,Bangalore,2025-05-29,37.0,Premium Economy,Personal,Website,UPI,187,641,On Time,0.0,0,No,2.0,14814.31,Dissatisfied
PNR00240,Akasa Air,Delhi,Bangalore,2024-04-21,42.0,Economy,Business,Airport Counter,Net Banking,214,505,Cancelled,,3,No,5.0,7362.05,Satisfied
PNR00241,Vistara,Mumbai,Hyderabad,2024-07-20,48.0,Economy,Business,Website,Net Banking,91,742,On Time,0.0,0,Yes,4.0,23045.18,Satisfied
PNR00242,Vistara,Delhi,Bangalore,2024-04-11,54.0,Economy,Business,Airport Counter,Net Banking,124,1514,On Time,0.0,2,No,3.0,28614.34,Neutral
PNR00243,Indigo,Mumbai,Hyderabad,2025-02-21,34.0,Economy,Business,Travel Agent,Credit Card,228,776,Delayed,72.0,0,No,5.0,33280.45,Satisfied
PNR00244,Air India,Mumbai,Delhi,2025-04-18,20.0,Premium Economy,Personal,Mobile App,UPI,74,1423,Delayed,172.0,3,No,1.0,40840.03,Dissatisfied
PNR00245,Spicejet,Mumbai,Hyderabad,2025-12-28,21.0,Premium Economy,Business,Airport Counter,UPI,118,1224,On Time,0.0,0,No,5.0,40499.02,Satisfied
PNR00246,Akasa Air,Mumbai,Bangalore,2025-12-16,41.0,Business,Personal,Travel Agent,Net Banking,139,1190,On Time,0.0,3,No,1.0,51105.86,Dissatisfied
PNR00247,Akasa Air,Hyderabad,Mumbai,2025-09-17,20.0,Business,Business,Travel Agent,Net Banking,75,1314,On Time,0.0,3,Yes,3.0,15698.52,Neutral
PNR00248,Air India Express,Mumbai,Delhi,2024-04-06,23.0,Business,Personal,Website,Credit Card,64,868,On Time,0.0,3,Yes,5.0,8718.5,Satisfied
PNR00249,Akasa Air,Mumbai,Hyderabad,2024-10-15,21.0,Premium Economy,Personal,Website,UPI,200,1407,Delayed,157.0,0,Yes,2.0,38674.51,Dissatisfied
PNR00250,Indigo,Kolkata,Delhi,2024-11-17,34.0,Business,Personal,Website,Net Banking,65,1648,On Time,0.0,2,No,3.0,39920.74,Neutral
PNR00251,Indigo,Delhi,Kolkata,2024-07-26,52.0,Premium Economy,Business,Mobile App,UPI,61,885,On Time,0.0,1,Yes,1.0,6590.61,Dissatisfied
PNR00252,Air India Express,Mumbai,Bangalore,2025-04-27,37.0,Economy,Personal,Mobile App,UPI,170,1737,On Time,0.0,0,No,1.0,19587.08,Dissatisfied
PNR00253,Vistara,Delhi,Mumbai,2025-03-27,46.0,Economy,Business,Airport Counter,Debit Card,124,894,Delayed,158.0,2,No,4.0,25287.04,Satisfied
PNR00254,Air India,Mumbai,Delhi,2024-03-08,62.0,Economy,Personal,Website,Credit Card,66,1116,Delayed,115.0,3,No,1.0,18686.31,Dissatisfied
PNR00255,Vistara,Bangalore,Delhi,2025-05-21,52.0,Premium Economy,Personal,Travel Agent,UPI,144,1450,Delayed,163.0,2,No,1.0,24328.16,Dissatisfied
PNR00256,Air India,Kolkata,Delhi,2025-05-07,37.0,Economy,Personal,Travel Agent,UPI,227,338,On Time,0.0,0,Yes,5.0,5007.22,Satisfied
PNR00257,Indigo,Hyderabad,Mumbai,2024-03-01,28.0,Economy,Personal,Mobile App,Debit Card,237,1262,Cancelled,,1,No,3.0,18538.78,Neutral
PNR00258,Spicejet,Hyderabad,Mumbai,2025-01-21,63.0,Economy,Personal,Website,Debit Card,161,1132,On Time,0.0,0,Yes,3.0,19995.79,Neutral
PNR00259,Air India,Mumbai,Delhi,2025-10-10,54.0,Premium Economy,Business,Airport Counter,UPI,141,867,Delayed,177.0,3,No,3.0,39514.94,Neutral
PNR00260,Air India Express,Delhi,Mumbai,2024-03-03,51.0,Economy,Business,Website,Net Banking,209,811,On Time,0.0,2,No,4.0,9325.95,Satisfied
PNR00261,Air India,Mumbai,Hyderabad,2024-04-30,20.0,Economy,Business,Travel Agent,Net Banking,188,1361,On Time,0.0,2,No,4.0,17001.54,Satisfied
PNR00262,Air India Express,Delhi,Bangalore,2024-07-14,18.0,Economy,Personal,Website,Credit Card,199,1767,On Time,0.0,3,No,5.0,12503.36,Satisfied
PNR00263,Spicejet,Bangalore,Mumbai,2024-06-25,63.0,Business,Personal,Website,Credit Card,165,613,On Time,0.0,0,No,1.0,54740.78,Dissatisfied
PNR00264,Indigo,Mumbai,Hyderabad,2024-03-16,34.0,Economy,Business,Mobile App,UPI,217,1124,On Time,0.0,1,Yes,5.0,7871.75,Satisfied
PNR00265,Spicejet,Delhi,Mumbai,2025-10-07,54.0,Economy,Business,Website,Debit Card,167,1341,On Time,0.0,1,No,2.0,14013.82,Dissatisfied
PNR00266,Air India Express,Mumbai,Bangalore,2025-11-04,53.0,Economy,Business,Mobile App,UPI,87,1334,On Time,0.0,1,No,3.0,20598.55,Neutral
PNR00267,Air India,Mumbai,Delhi,2024-07-13,36.0,Premium Economy,Business,Website,Credit Card,133,474,Delayed,171.0,0,No,5.0,30168.46,Satisfied
PNR00268,Spicejet,Mumbai,Hyderabad,2024-10-08,41.0,Economy,Personal,Travel Agent,Debit Card,76,370,On Time,0.0,0,No,1.0,30362.54,Dissatisfied
PNR00269,Vistara,Mumbai,Bangalore,2025-06-24,32.0,Premium Economy,Personal,Travel Agent,Credit Card,176,715,On Time,0.0,0,No,1.0,21918.69,Dissatisfied
PNR00270,Vistara,Bangalore,Delhi,2024-07-17,58.0,Premium Economy,Business,Mobile App,UPI,216,638,On Time,0.0,1,No,2.0,38169.19,Dissatisfied
PNR00271,Indigo,Hyderabad,Mumbai,2025-06-01,39.0,Premium Economy,Business,Airport Counter,Debit Card,163,591,On Time,0.0,0,No,4.0,41890.11,Satisfied
PNR00272,Vistara,Kolkata,Delhi,2024-11-18,46.0,Economy,Business,Website,Debit Card,142,302,On Time,0.0,3,No,2.0,13873.21,Dissatisfied
PNR00273,Vistara,Delhi,Mumbai,2024-12-13,26.0,Economy,Business,Website,Net Banking,218,1447,Delayed,67.0,0,No,2.0,27151.31,Dissatisfied
PNR00274,Vistara,Delhi,Bangalore,2025-12-04,36.0,Economy,Business,Airport Counter,Credit Card,103,870,On Time,0.0,3,No,3.0,16577.8,Neutral
PNR00275,Indigo,Bangalore,Mumbai,2025-04-29,59.0,Economy,Business,Travel Agent,Net Banking,121,1237,On Time,0.0,2,Yes,5.0,9484.66,Satisfied
PNR00276,Akasa Air,Kolkata,Delhi,2025-01-29,61.0,Economy,Business,Mobile App,UPI,139,892,On Time,0.0,3,Yes,1.0,11082.01,Dissatisfied
PNR00277,Akasa Air,Mumbai,Bangalore,2024-03-01,47.0,Economy,Business,Travel Agent,Credit Card,188,1289,On Time,0.0,2,Yes,5.0,28985.54,Satisfied
PNR00278,Air India Express,Mumbai,Hyderabad,2024-12-05,23.0,Economy,Business,Website,UPI,160,639,On Time,0.0,0,No,3.0,29290.62,Neutral
PNR00279,Air India Express,Hyderabad,Mumbai,2025-11-20,63.0,Economy,Business,Mobile App,UPI,235,1201,Delayed,113.0,0,No,2.0,26810.15,Dissatisfied
PNR00280,Air India,Bangalore,Delhi,2025-11-18,55.0,Business,Personal,Travel Agent,Credit Card,86,1599,Delayed,118.0,2,Yes,5.0,23109.11,Satisfied
PNR00281,Vistara,Bangalore,Mumbai,2025-11-29,28.0,Economy,Business,Website,Credit Card,208,798,On Time,0.0,1,Yes,2.0,25450.15,Dissatisfied
PNR00282,Air India Express,Mumbai,Hyderabad,2024-08-22,32.0,Economy,Personal,Mobile App,Credit Card,158,814,On Time,0.0,0,No,3.0,24474.08,Neutral
PNR00283,Spicejet,Delhi,Kolkata,2024-02-17,37.0,Business,Business,Mobile App,UPI,146,950,On Time,0.0,0,No,4.0,54871.15,Satisfied
PNR00284,Indigo,Bangalore,Mumbai,2024-01-14,55.0,Premium Economy,Personal,Mobile App,UPI,91,488,Delayed,142.0,2,No,1.0,28296.92,Dissatisfied
PNR00285,Indigo,Bangalore,Delhi,2024-03-04,36.0,Economy,Business,Website,Debit Card,130,1583,On Time,0.0,0,No,2.0,3122.21,Dissatisfied
PNR00286,Air India,Mumbai,Hyderabad,2024-07-25,60.0,Premium Economy,Personal,Mobile App,Net Banking,71,1619,Cancelled,,0,Yes,5.0,35517.89,Satisfied
PNR00287,Indigo,Bangalore,Mumbai,2025-08-09,43.0,Premium Economy,Business,Website,Credit Card,167,1473,On Time,0.0,3,Yes,3.0,11238.04,Neutral
PNR00288,Spicejet,Hyderabad,Mumbai,2024-06-03,65.0,Premium Economy,Personal,Website,Debit Card,147,1579,On Time,0.0,2,No,5.0,5433.37,Satisfied
PNR00289,Air India Express,Mumbai,Hyderabad,2024-03-04,29.0,Economy,Personal,Travel Agent,UPI,101,1673,On Time,0.0,1,No,2.0,11228.27,Dissatisfied
PNR00290,Indigo,Bangalore,Mumbai,2025-04-29,32.0,Economy,Business,Travel Agent,Debit Card,143,883,On Time,0.0,0,Yes,4.0,29365.1,Satisfied
PNR00291,Air India Express,Mumbai,Delhi,2025-09-28,53.0,Economy,Personal,Website,Net Banking,72,335,On Time,0.0,3,Yes,2.0,29452.71,Dissatisfied
PNR00292,Vistara,Delhi,Bangalore,2024-09-22,55.0,Economy,Personal,Website,Debit Card,227,1451,Delayed,74.0,2,No,2.0,29227.39,Dissatisfied
PNR00293,Indigo,Delhi,Bangalore,2024-03-29,51.0,Premium Economy,Personal,Airport Counter,UPI,235,829,On Time,0.0,2,No,1.0,32841.25,Dissatisfied
PNR00294,Air India Express,Kolkata,Delhi,2024-03-22,44.0,Economy,Business,Travel Agent,UPI,136,500,On Time,0.0,3,Yes,4.0,16024.72,Satisfied
PNR00295,Akasa Air,Hyderabad,Mumbai,2024-08-16,30.0,Premium Economy,Business,Airport Counter,Debit Card,193,1278,On Time,0.0,2,No,5.0,28805.02,Satisfied
PNR00296,Akasa Air,Bangalore,Delhi,2024-02-22,45.0,Economy,Personal,Mobile App,Debit Card,215,1560,Cancelled,,3,Yes,3.0,33014.09,Neutral
PNR00297,Vistara,Mumbai,Delhi,2024-12-14,48.0,Premium Economy,Business,Website,Debit Card,128,607,On Time,0.0,2,Yes,5.0,27315.64,Satisfied
PNR00298,Indigo,Delhi,Mumbai,2025-05-14,37.0,Economy,Business,Website,Debit Card,140,1231,On Time,0.0,2,Yes,3.0,10239.77,Neutral
PNR00299,Vistara,Mumbai,Hyderabad,2025-05-11,54.0,Premium Economy,Personal,Travel Agent,UPI,215,1796,On Time,0.0,2,No,2.0,18516.76,Dissatisfied
PNR00300,Akasa Air,Delhi,Mumbai,2024-06-19,30.0,Economy,Personal,Website,UPI,153,960,Delayed,117.0,2,Yes,4.0,11550.3,Satisfied
PNR00301,Air India,Bangalore,Mumbai,2025-11-24,26.0,Premium Economy,Personal,Website,Net Banking,170,1324,On Time,0.0,0,No,1.0,26724.46,Dissatisfied
PNR00302,Vistara,Mumbai,Delhi,2024-08-19,60.0,Premium Economy,Business,Travel Agent,Net Banking,101,1182,On Time,0.0,0,No,2.0,15403.93,Dissatisfied
PNR00303,Spicejet,Mumbai,Bangalore,2024-08-20,25.0,Economy,Business,Website,Debit Card,236,526,On Time,0.0,2,No,3.0,19976.42,Neutral
PNR00304,Vistara,Hyderabad,Mumbai,2024-01-28,55.0,Economy,Business,Mobile App,Credit Card,97,1442,On Time,0.0,1,No,2.0,25771.62,Dissatisfied
PNR00305,Air India,Bangalore,Mumbai,2024-03-23,63.0,Economy,Business,Travel Agent,UPI,158,1095,Cancelled,,3,Yes,4.0,8950.96,Satisfied
PNR00306,Vistara,Delhi,Kolkata,2024-07-02,64.0,Economy,Personal,Mobile App,Debit Card,135,1610,On Time,0.0,3,No,2.0,31904.91,Dissatisfied
PNR00307,Air India Express,Hyderabad,Mumbai,2024-07-29,27.0,Premium Economy,Personal,Website,UPI,126,451,On Time,0.0,0,No,2.0,30967.7,Dissatisfied
PNR00308,Indigo,Bangalore,Mumbai,2025-04-15,29.0,Economy,Business,Mobile App,Debit Card,191,386,On Time,0.0,1,No,4.0,29505.85,Satisfied
PNR00309,Akasa Air,Delhi,Bangalore,2024-10-20,50.0,Economy,Personal,Mobile App,Net Banking,202,549,On Time,0.0,0,Yes,3.0,13678.62,Neutral
PNR00310,Air India Express,Delhi,Mumbai,2025-12-26,38.0,Business,Business,Website,Credit Card,163,491,On Time,0.0,2,No,5.0,10276.13,Satisfied
PNR00311,Spicejet,Mumbai,Hyderabad,2024-02-25,54.0,Economy,Personal,Travel Agent,Net Banking,161,1520,On Time,0.0,2,No,4.0,30876.04,Satisfied
PNR00312,Spicejet,Hyderabad,Mumbai,2025-08-28,45.0,Economy,Business,Website,Net Banking,162,997,On Time,0.0,0,No,5.0,22454.03,Satisfied
PNR00313,Air India,Delhi,Kolkata,2025-11-24,59.0,Premium Economy,Business,Airport Counter,Net Banking,229,704,On Time,0.0,2,Yes,2.0,9085.4,Dissatisfied
PNR00314,Akasa Air,Mumbai,Delhi,2025-08-12,65.0,Economy,Business,Website,UPI,232,1073,Delayed,36.0,0,No,5.0,9138.02,Satisfied
PNR00315,Air India Express,Bangalore,Delhi,2025-07-23,22.0,Economy,Business,Mobile App,Net Banking,108,706,On Time,0.0,2,No,2.0,13293.57,Dissatisfied
PNR00316,Air India,Mumbai,Hyderabad,2025-02-02,61.0,Business,Personal,Website,UPI,78,874,On Time,0.0,2,Yes,4.0,52158.25,Satisfied
PNR00317,Spicejet,Mumbai,Delhi,2024-12-28,24.0,Economy,Personal,Mobile App,Net Banking,109,1388,On Time,0.0,3,Yes,4.0,20580.66,Satisfied
PNR00318,Air India Express,Bangalore,Mumbai,2024-10-10,62.0,Premium Economy,Business,Website,UPI,155,536,Delayed,54.0,1,No,4.0,38740.4,Satisfied
PNR00319,Indigo,Delhi,Kolkata,2025-04-02,33.0,Premium Economy,Business,Travel Agent,UPI,205,1181,Delayed,160.0,0,Yes,2.0,12248.63,Dissatisfied
PNR00320,Air India Express,Bangalore,Mumbai,2024-01-06,46.0,Economy,Business,Website,Debit Card,91,1469,On Time,0.0,3,No,3.0,29425.86,Neutral
PNR00321,Vistara,Mumbai,Delhi,2025-01-22,49.0,Economy,Personal,Travel Agent,UPI,140,1108,Delayed,159.0,3,No,5.0,34685.8,Satisfied
PNR00322,Vistara,Delhi,Kolkata,2025-08-21,29.0,Economy,Business,Website,Debit Card,73,524,On Time,0.0,2,Yes,4.0,20259.9,Satisfied
PNR00323,Akasa Air,Delhi,Kolkata,2024-08-24,45.0,Premium Economy,Personal,Website,Debit Card,171,794,On Time,0.0,2,Yes,3.0,26495.53,Neutral
PNR00324,Indigo,Kolkata,Delhi,2025-04-03,52.0,Business,Business,Website,Debit Card,70,704,Delayed,85.0,0,Yes,3.0,6804.42,Neutral
